Word,Male/MW,Female/MW,LogOdds
ape,4,0,1.508
aretha,4,0,1.508
arod,4,0,1.508
aron,4,0,1.508
ashanti,4,0,1.508
assassination,13,6,1.508
asses,13,6,1.508
asterisk,4,0,1.508
asteroids,4,0,1.508
athlon,4,0,1.508
aussie,4,0,1.508
authored,4,0,1.508
autonomous,4,0,1.508
avoids,4,0,1.508
awaiting,4,0,1.508
back-up,4,0,1.508
baud,4,0,1.508
bedrose,4,0,1.508
bevan,4,0,1.508
biloba,4,0,1.508
bixby,4,0,1.508
bjork,4,0,1.508
blackface,4,0,1.508
bling,4,0,1.508
blog,4,0,1.508
blurted,4,0,1.508
boggled,4,0,1.508
bolsa,4,0,1.508
bongos,4,0,1.508
boyne,4,0,1.508
bozeman,4,0,1.508
brindle,4,0,1.508
bru-,4,0,1.508
buffing,4,0,1.508
bulgarian,4,0,1.508
bup,4,0,1.508
c._b._g._b.,4,0,1.508
cabana,4,0,1.508
caltech,4,0,1.508
cantaloupes,4,0,1.508
carelessly,4,0,1.508
carmelo,4,0,1.508
carpaccio,4,0,1.508
cartels,4,0,1.508
castaway,4,0,1.508
chapels,4,0,1.508
charred,4,0,1.508
chavez,4,0,1.508
civ,4,0,1.508
clermont,4,0,1.508
cliffside,4,0,1.508
clutch,4,0,1.508
cobain,4,0,1.508
collin,4,0,1.508
confiscating,4,0,1.508
constituencies,4,0,1.508
contrasting,4,0,1.508
converging,4,0,1.508
converter,4,0,1.508
corpora,4,0,1.508
correlations,4,0,1.508
cowardice,4,0,1.508
crackpot,4,0,1.508
cratered,4,0,1.508
crim-,4,0,1.508
criterion,4,0,1.508
curries,4,0,1.508
cushal,4,0,1.508
cylinders,4,0,1.508
d._a._r._t.,4,0,1.508
dam-,4,0,1.508
darkening,4,0,1.508
declines,4,0,1.508
defies,4,0,1.508
depreciated,4,0,1.508
dilbert,4,0,1.508
dino,4,0,1.508
disbarred,4,0,1.508
documentum,4,0,1.508
dragush,4,0,1.508
drake,4,0,1.508
durell,4,0,1.508
ear-,13,6,1.508
east-,4,0,1.508
ecommerce,4,0,1.508
eduardo,4,0,1.508
elmira,4,0,1.508
elyria,4,0,1.508
emai-,4,0,1.508
emir,4,0,1.508
empl-,4,0,1.508
emulator,4,0,1.508
enigma,4,0,1.508
enriching,4,0,1.508
enti-,4,0,1.508
epson,4,0,1.508
equalization,4,0,1.508
equip-,4,0,1.508
errol,4,0,1.508
erroneous,4,0,1.508
especial-,4,0,1.508
evict,4,0,1.508
excitable,4,0,1.508
expound,4,0,1.508
ext-,4,0,1.508
extends,13,6,1.508
exterminating,4,0,1.508
fairlawn,4,0,1.508
familiarized,4,0,1.508
fear-,4,0,1.508
fernandez,4,0,1.508
fina-,4,0,1.508
finest,13,6,1.508
fitsville,4,0,1.508
flashback,4,0,1.508
flatbush,4,0,1.508
fleetwood,4,0,1.508
foothold,4,0,1.508
foreclosed,4,0,1.508
forton,4,0,1.508
francais,4,0,1.508
fre-,13,6,1.508
freeware,4,0,1.508
frequencies,4,0,1.508
frieda,4,0,1.508
friendliness,4,0,1.508
gaggy,4,0,1.508
gandhi,4,0,1.508
gatz,4,0,1.508
geopolitical,4,0,1.508
ghibli,4,0,1.508
ghostbusters,4,0,1.508
gigabytes,4,0,1.508
gin,13,6,1.508
girlfr-,4,0,1.508
glavine,4,0,1.508
governance,4,0,1.508
gracefully,4,0,1.508
hackensack,4,0,1.508
hamid,4,0,1.508
handgun,4,0,1.508
hanif,4,0,1.508
harleys,4,0,1.508
heinlein,4,0,1.508
heliotrope,4,0,1.508
hesitations,4,0,1.508
higgins,4,0,1.508
hoc-,4,0,1.508
homecoming,4,0,1.508
homogenized,4,0,1.508
hooves,4,0,1.508
hotbed,4,0,1.508
humanism,4,0,1.508
hume,4,0,1.508
i._p._a._l._c._o.,4,0,1.508
ideologically,4,0,1.508
illiteracy,4,0,1.508
impotent,4,0,1.508
indus-,4,0,1.508
infancy,4,0,1.508
insurgents,4,0,1.508
intercourse,4,0,1.508
intermingle,4,0,1.508
intersection,13,6,1.508
inundate,4,0,1.508
irrespective,4,0,1.508
irrigated,4,0,1.508
jago,4,0,1.508
janson,4,0,1.508
jomie,4,0,1.508
jonas,4,0,1.508
jurgen,4,0,1.508
kazoo,4,0,1.508
keokuk,4,0,1.508
krav,4,0,1.508
kush,4,0,1.508
l._s._a._t.,4,0,1.508
ladens,4,0,1.508
laugh-,4,0,1.508
light-,4,0,1.508
linwood,4,0,1.508
lithgow,4,0,1.508
llewellyn,4,0,1.508
m._b._n._a.,4,0,1.508
m._p._r.,13,6,1.508
m._u._d.,4,0,1.508
macintoshes,4,0,1.508
macrobiotic,4,0,1.508
malice,4,0,1.508
malleable,4,0,1.508
manu,4,0,1.508
marceline,4,0,1.508
marginal,4,0,1.508
marmot,4,0,1.508
matte,4,0,1.508
mcallen,4,0,1.508
mccann,4,0,1.508
mcclintock,4,0,1.508
mead,4,0,1.508
midriff,4,0,1.508
migrated,13,6,1.508
miguel,4,0,1.508
milin,4,0,1.508
misinterpreting,4,0,1.508
mistaking,4,0,1.508
montafir,4,0,1.508
motherfucker,4,0,1.508
movable,4,0,1.508
myron,4,0,1.508
n._d._t._v.,4,0,1.508
namely,4,0,1.508
navigator,4,0,1.508
nedgeme,4,0,1.508
nemesis,4,0,1.508
neve-,4,0,1.508
nexis,4,0,1.508
niggers,4,0,1.508
nitrogen,4,0,1.508
nomadic,4,0,1.508
northerns,4,0,1.508
o._u.,13,6,1.508
occasion-,4,0,1.508
offensiveness,4,0,1.508
ole,4,0,1.508
omelette,4,0,1.508
omzabad,4,0,1.508
onda,4,0,1.508
optimism,4,0,1.508
orchestras,4,0,1.508
ordained,4,0,1.508
orville,4,0,1.508
otto,4,0,1.508
own-,4,0,1.508
ozzfest,4,0,1.508
p._f.,4,0,1.508
paranormal,4,0,1.508
patented,4,0,1.508
patterned,4,0,1.508
pauli,4,0,1.508
payphones,4,0,1.508
pentium,4,0,1.508
perricone,4,0,1.508
piav,4,0,1.508
piazza,4,0,1.508
pilaf,4,0,1.508
piston,4,0,1.508
platypus,4,0,1.508
pleaded,4,0,1.508
plumpy,4,0,1.508
polices,4,0,1.508
polytechnic,4,0,1.508
pootie,4,0,1.508
popularize,4,0,1.508
poway,4,0,1.508
pratt,4,0,1.508
preponderance,4,0,1.508
proclaimed,4,0,1.508
prohibitions,4,0,1.508
propecia,4,0,1.508
prostrate,4,0,1.508
protracted,4,0,1.508
psi,4,0,1.508
pummeled,4,0,1.508
quicky,4,0,1.508
quintessential,4,0,1.508
quinton,4,0,1.508
quotient,4,0,1.508
r._p._i.,4,0,1.508
radioactivity,4,0,1.508
radiohead,4,0,1.508
raj,4,0,1.508
rambo,4,0,1.508
ramifications,31,22,1.508
rationalization,4,0,1.508
reachable,4,0,1.508
reaganomics,4,0,1.508
realplayer,4,0,1.508
reciting,4,0,1.508
recollect,4,0,1.508
reconstruct,4,0,1.508
recruiter,13,6,1.508
refinancing,4,0,1.508
reinvest,4,0,1.508
remodel,4,0,1.508
remodeled,4,0,1.508
repertory,4,0,1.508
repo,4,0,1.508
repression,4,0,1.508
republics,4,0,1.508
repulsed,4,0,1.508
resorting,4,0,1.508
revolver,4,0,1.508
rikers,4,0,1.508
rittenhouse,4,0,1.508
robust,4,0,1.508
rogane,4,0,1.508
rupe,4,0,1.508
rust,4,0,1.508
sam-,4,0,1.508
samachar,4,0,1.508
schlumberger,4,0,1.508
schmultz,4,0,1.508
schumacher,4,0,1.508
scopes,4,0,1.508
seismic,4,0,1.508
septic,4,0,1.508
sequences,4,0,1.508
serials,4,0,1.508
setris,4,0,1.508
severity,13,6,1.508
sheraton,4,0,1.508
shortcut,4,0,1.508
shredding,4,0,1.508
smirking,4,0,1.508
snooky,4,0,1.508
snowfalls,4,0,1.508
snowflake,4,0,1.508
sob,4,0,1.508
socal,4,0,1.508
southfield,4,0,1.508
specif-,4,0,1.508
spiraled,4,0,1.508
squadron,4,0,1.508
squeak,4,0,1.508
stace,4,0,1.508
standardization,4,0,1.508
stills,4,0,1.508
stoppage,4,0,1.508
streetlights,4,0,1.508
strobe,4,0,1.508
stroudsburg,4,0,1.508
stubs,4,0,1.508
submachine,4,0,1.508
substantive,4,0,1.508
summertimes,4,0,1.508
survivable,4,0,1.508
sycamore,4,0,1.508
symptomatic,4,0,1.508
taxation,13,6,1.508
teak,4,0,1.508
thatcher,4,0,1.508
tiburon,4,0,1.508
titties,4,0,1.508
togue,4,0,1.508
toothache,4,0,1.508
traditionalist,4,0,1.508
trapper,4,0,1.508
trojan,4,0,1.508
truer,4,0,1.508
tut,4,0,1.508
tweaked,4,0,1.508
u._b.,4,0,1.508
unawares,4,0,1.508
underqualified,4,0,1.508
uni,4,0,1.508
unicol,4,0,1.508
vandalizing,4,0,1.508
vargas,4,0,1.508
vasu,4,0,1.508
vic,13,6,1.508
viejo,4,0,1.508
vital,31,22,1.508
voids,4,0,1.508
w._m._d.s,4,0,1.508
walleye,4,0,1.508
walo,4,0,1.508
waltham,4,0,1.508
weber,4,0,1.508
weblog,4,0,1.508
weblogs,4,0,1.508
weeklies,4,0,1.508
westbury,4,0,1.508
wilkes,4,0,1.508
wrestler,13,6,1.508
x._m.,4,0,1.508
x.s,4,0,1.508
yasha,4,0,1.508
zany,4,0,1.508
zarmand,4,0,1.508
adjacent,9,3,1.510
administered,9,3,1.510
affe-,9,3,1.510
assed,9,3,1.510
attest,9,3,1.510
bagging,9,3,1.510
batting,9,3,1.510
betraying,9,3,1.510
blazer,9,3,1.510
ca,9,3,1.510
calamari,9,3,1.510
claremont,9,3,1.510
clarkson,9,3,1.510
clerics,9,3,1.510
codependent,9,3,1.510
composer,9,3,1.510
conservation,9,3,1.510
disclosed,9,3,1.510
dominic,9,3,1.510
freeman,9,3,1.510
frustrations,9,3,1.510
jazeera,9,3,1.510
loaned,9,3,1.510
militia,9,3,1.510
mutated,9,3,1.510
noel,9,3,1.510
nun,9,3,1.510
ow-,9,3,1.510
palms,9,3,1.510
parcel,9,3,1.510
patrons,9,3,1.510
penis,9,3,1.510
politic,9,3,1.510
pretense,9,3,1.510
proliferation,9,3,1.510
prosperous,9,3,1.510
pubs,9,3,1.510
reels,9,3,1.510
refurbish,9,3,1.510
seaweed,9,3,1.510
smuggled,9,3,1.510
spawned,9,3,1.510
sweltering,9,3,1.510
ther,9,3,1.510
torrential,9,3,1.510
triggered,9,3,1.510
unmarried,9,3,1.510
vaudeville,9,3,1.510
overtime,75,67,1.512
delay,30,21,1.513
etc,30,21,1.513
they'd,1143,1340,1.513
chill,58,49,1.516
fo-,58,49,1.516
lower,417,461,1.516
candid,29,20,1.518
ghost,29,20,1.518
slope,29,20,1.518
taboo,29,20,1.518
worthy,29,20,1.518
path,120,116,1.519
way,12335,15358,1.519
ab-,101,95,1.520
intelligent,183,187,1.522
job,4149,5068,1.523
exaggerated,28,19,1.525
fulfilling,28,19,1.525
origin,28,19,1.525
spectacular,28,19,1.525
advisor,18,10,1.526
airways,18,10,1.526
dedicate,18,10,1.526
fundamentally,18,10,1.526
her-,18,10,1.526
increasingly,18,10,1.526
logically,18,10,1.526
ming,18,10,1.526
nu-,18,10,1.526
pitching,18,10,1.526
socialized,18,10,1.526
speculation,18,10,1.526
airplane,315,340,1.527
called,3442,4185,1.527
nut,62,53,1.527
agreeance,6,1,1.529
alimony,6,1,1.529
ambiguity,6,1,1.529
apprentice,6,1,1.529
bangers,6,1,1.529
baretta,6,1,1.529
beloit,6,1,1.529
bioterr-,6,1,1.529
bloc,6,1,1.529
bonfire,6,1,1.529
brotherly,6,1,1.529
carnivorous,6,1,1.529
casablanca,6,1,1.529
caste,6,1,1.529
catched,6,1,1.529
certifications,6,1,1.529
cineplex,6,1,1.529
communicates,6,1,1.529
constituency,6,1,1.529
conversion,6,1,1.529
crichton,6,1,1.529
critiquing,6,1,1.529
crossover,6,1,1.529
cumbersome,6,1,1.529
cyclist,6,1,1.529
depressant,6,1,1.529
dro-,6,1,1.529
ee,6,1,1.529
elevens,6,1,1.529
esoteric,6,1,1.529
expedient,6,1,1.529
fiend,6,1,1.529
finnish,6,1,1.529
flaps,6,1,1.529
gash,6,1,1.529
glamor,6,1,1.529
glances,6,1,1.529
gouging,6,1,1.529
granola,6,1,1.529
hemingway,6,1,1.529
hybrids,6,1,1.529
hypertension,6,1,1.529
idioms,6,1,1.529
inanimate,6,1,1.529
indispensable,6,1,1.529
inner-city,6,1,1.529
instinctive,6,1,1.529
insulation,6,1,1.529
karmic,6,1,1.529
knox,6,1,1.529
langhorn,6,1,1.529
lowell,6,1,1.529
lyndon,6,1,1.529
mailboxes,6,1,1.529
marginally,6,1,1.529
measurements,6,1,1.529
megahertz,6,1,1.529
militias,6,1,1.529
minuses,6,1,1.529
munroe,6,1,1.529
narrowly,6,1,1.529
negotiator,6,1,1.529
nirvana,6,1,1.529
nudes,6,1,1.529
orwellian,6,1,1.529
overshadow,6,1,1.529
overuse,6,1,1.529
owing,6,1,1.529
patter,6,1,1.529
pepperdine,6,1,1.529
phys-,6,1,1.529
piracy,6,1,1.529
pollutes,6,1,1.529
proc-,6,1,1.529
projector,6,1,1.529
publ-,6,1,1.529
reactors,6,1,1.529
recessive,6,1,1.529
reptile,6,1,1.529
rosebowl,6,1,1.529
rubs,6,1,1.529
saddle,6,1,1.529
scarring,6,1,1.529
sculpting,6,1,1.529
seaport,6,1,1.529
shadows,6,1,1.529
shaggy,6,1,1.529
sill,6,1,1.529
simulator,6,1,1.529
slime,6,1,1.529
snowboards,6,1,1.529
solomon,6,1,1.529
stances,6,1,1.529
statistician,6,1,1.529
stephan,6,1,1.529
stirs,6,1,1.529
succeeds,6,1,1.529
supplier,6,1,1.529
swab,6,1,1.529
teaneck,6,1,1.529
tragically,6,1,1.529
tremor,6,1,1.529
trombone,6,1,1.529
u._c._s._b.,6,1,1.529
uniting,6,1,1.529
walkway,6,1,1.529
webber,6,1,1.529
webpages,6,1,1.529
widening,6,1,1.529
yoda,6,1,1.529
barbecue,113,108,1.530
simple,361,394,1.531
bearing,27,18,1.532
calculus,27,18,1.532
drawback,27,18,1.532
looking,3172,3848,1.532
oranges,27,18,1.532
solely,27,18,1.532
sweden,27,18,1.532
type,3004,3639,1.532
urge,27,18,1.532
aquarium,64,55,1.533
wind,287,307,1.533
days,2808,3395,1.534
treatment,93,86,1.534
subways,65,56,1.536
myself,2876,3479,1.538
spiderman,26,17,1.540
pull,455,505,1.542
seemed,666,758,1.542
serve,173,175,1.544
circumstances,166,167,1.546
institution,68,59,1.546
laden,266,282,1.547
awesome,446,494,1.548
agassi,12,5,1.549
berry,17,9,1.549
bitches,12,5,1.549
blazing,12,5,1.549
broncos,17,9,1.549
bureaucratic,12,5,1.549
carpentry,12,5,1.549
chechnya,12,5,1.549
cochrane,12,5,1.549
cosmopolitan,12,5,1.549
diminish,12,5,1.549
efficiency,12,5,1.549
electoral,12,5,1.549
financed,12,5,1.549
gladiator,17,9,1.549
hoffman,12,5,1.549
impressions,12,5,1.549
ivory,12,5,1.549
jockey,12,5,1.549
limb,17,9,1.549
mannerisms,12,5,1.549
medal,17,9,1.549
menace,12,5,1.549
mere,12,5,1.549
mistreat,12,5,1.549
nots,12,5,1.549
occupying,17,9,1.549
omar,12,5,1.549
phil-,12,5,1.549
publicize,17,9,1.549
react,248,261,1.549
revealing,12,5,1.549
reynolds,17,9,1.549
sham,12,5,1.549
shouting,12,5,1.549
topical,17,9,1.549
truths,12,5,1.549
uncertainty,12,5,1.549
bats,25,16,1.550
cliff,25,16,1.550
commerce,25,16,1.550
herb,25,16,1.550
hypocritical,25,16,1.550
intern,25,16,1.550
poster,25,16,1.550
psyche,25,16,1.550
rutgers,25,16,1.550
sta-,25,16,1.550
instances,70,61,1.552
lines,377,412,1.553
suffering,118,113,1.554
traffic,249,262,1.554
drink,976,1133,1.555
expand,71,62,1.556
freedoms,86,78,1.556
rental,71,62,1.556
hours,2078,2487,1.558
intense,128,124,1.558
recommend,128,124,1.558
guard,231,241,1.559
mainly,362,394,1.559
english,686,781,1.561
pi-,24,15,1.561
snowboard,24,15,1.561
talent,162,162,1.563
organizations,100,93,1.564
upper,199,204,1.566
compare,139,136,1.569
independence,75,66,1.569
pork,75,66,1.569
believing,46,36,1.570
comparing,46,36,1.570
complaints,45,35,1.570
damned,44,34,1.570
dang,44,34,1.570
fighter,47,37,1.570
gue-,46,36,1.570
lo-,171,172,1.570
dorms,49,39,1.571
heat,325,350,1.571
mention,227,236,1.571
see,19531,24431,1.571
stake,49,39,1.571
incredibly,122,117,1.572
ou-,50,40,1.572
phrase,50,40,1.572
regional,50,40,1.572
nowhere,179,181,1.573
simpsons,76,67,1.573
cycles,23,14,1.574
ec-,23,14,1.574
fetch,23,14,1.574
highlights,40,30,1.574
mediocre,23,14,1.574
proceed,23,14,1.574
pryor,40,30,1.574
squirrel,23,14,1.574
attacks,343,371,1.575
backpacking,16,8,1.575
calif-,16,8,1.575
claw,16,8,1.575
connects,16,8,1.575
edward,16,8,1.575
fencing,16,8,1.575
kramer,16,8,1.575
maps,16,8,1.575
n._h._l.,16,8,1.575
nato,16,8,1.575
spies,16,8,1.575
stopping,113,107,1.575
terr-,16,8,1.575
tha,16,8,1.575
brutal,54,44,1.576
grounds,39,29,1.576
harsh,54,44,1.576
bas-,38,28,1.578
dictatorship,38,28,1.578
founded,38,28,1.578
loopholes,38,28,1.578
scientific,55,45,1.578
succeed,55,45,1.578
wh,38,28,1.578
costs,327,352,1.580
rally,37,27,1.580
transfer,78,69,1.580
court,648,734,1.582
inter-,57,47,1.582
m.,286,304,1.582
parking,166,166,1.582
sum,58,48,1.583
rushed,36,26,1.584
sidewalk,36,26,1.584
automated,59,49,1.585
best,3961,4824,1.585
profiling,93,85,1.585
hire,429,472,1.587
hunter,35,25,1.587
talk-,35,25,1.587
terminal,35,25,1.587
alumni,22,13,1.588
choke,22,13,1.588
geek,22,13,1.588
goods,60,50,1.588
leno,60,50,1.588
paradise,60,50,1.588
pisses,22,13,1.588
rowdy,22,13,1.588
silicon,22,13,1.588
root,116,110,1.589
usual,94,86,1.589
valuable,94,86,1.589
western,231,240,1.590
writers,61,51,1.590
airliners,8,2,1.591
akin,8,2,1.591
backers,8,2,1.591
beholder,8,2,1.591
bombay,8,2,1.591
calculations,8,2,1.591
cisco,8,2,1.591
commemorating,8,2,1.591
commodities,8,2,1.591
cruiser,8,2,1.591
deprecating,8,2,1.591
digit,8,2,1.591
displaying,8,2,1.591
dramatic,81,72,1.591
emerging,8,2,1.591
entrees,8,2,1.591
fasting,8,2,1.591
feather,8,2,1.591
felix,8,2,1.591
fulton,8,2,1.591
garrett,8,2,1.591
golds,8,2,1.591
headquartered,8,2,1.591
inequities,8,2,1.591
is-,34,24,1.591
l._d._s.,8,2,1.591
marcos,8,2,1.591
measurement,8,2,1.591
millionaire,596,671,1.591
nano,8,2,1.591
napster,8,2,1.591
op,8,2,1.591
p._m.,34,24,1.591
pedals,8,2,1.591
perch,8,2,1.591
personable,8,2,1.591
philosophically,8,2,1.591
prepaid,8,2,1.591
prosper,8,2,1.591
rad,8,2,1.591
ranging,8,2,1.591
recurring,8,2,1.591
router,8,2,1.591
shaker,8,2,1.591
softwares,8,2,1.591
sophistication,8,2,1.591
tanked,8,2,1.591
undeveloped,8,2,1.591
unintended,8,2,1.591
vulnerability,8,2,1.591
widower,8,2,1.591
wilson,34,24,1.591
zack,8,2,1.591
during,1508,1781,1.592
relations,144,141,1.592
triple,62,52,1.592
documentary,63,53,1.594
motorcycle,63,53,1.594
assets,33,23,1.596
forth,652,738,1.596
creates,64,54,1.597
expression,64,54,1.597
som-,64,54,1.597
sox,64,54,1.597
mount,65,55,1.599
accessibility,11,4,1.601
alienate,11,4,1.601
boomer,11,4,1.601
brakes,11,4,1.601
branson,11,4,1.601
calendars,11,4,1.601
colonies,11,4,1.601
conan,11,4,1.601
consult,11,4,1.601
defects,11,4,1.601
distrust,11,4,1.601
divisions,11,4,1.601
entails,11,4,1.601
fabricated,11,4,1.601
johns,11,4,1.601
lobsters,11,4,1.601
microphones,11,4,1.601
midway,11,4,1.601
mono,11,4,1.601
n._c._a._a.,11,4,1.601
northeastern,11,4,1.601
outset,11,4,1.601
plea,11,4,1.601
prop,11,4,1.601
raphael,11,4,1.601
rig,11,4,1.601
santiago,11,4,1.601
shabby,11,4,1.601
shaw,11,4,1.601
territories,11,4,1.601
tribal,11,4,1.601
unle-,11,4,1.601
yao,11,4,1.601
dictators,32,22,1.602
manner,84,75,1.602
powell,32,22,1.602
alexandria,21,12,1.605
bounds,21,12,1.605
concerts,67,57,1.605
lethal,21,12,1.605
mason,21,12,1.605
monotonous,21,12,1.605
na,21,12,1.605
pastime,21,12,1.605
tar,21,12,1.605
admirable,15,7,1.607
assassinate,15,7,1.607
beatles,15,7,1.607
desires,15,7,1.607
dozens,15,7,1.607
escapes,15,7,1.607
grossly,15,7,1.607
hal,15,7,1.607
hippies,15,7,1.607
homey,15,7,1.607
lengthy,15,7,1.607
logging,15,7,1.607
mayo,15,7,1.607
memorable,15,7,1.607
octopus,15,7,1.607
ottawa,15,7,1.607
sid,15,7,1.607
slick,15,7,1.607
spike,15,7,1.607
star-,15,7,1.607
wade,15,7,1.607
willis,15,7,1.607
ferret,31,21,1.608
go-,208,213,1.608
back,10571,13112,1.610
mac,69,59,1.610
ban,274,289,1.611
dating,435,478,1.611
adventure,70,60,1.613
fifties,202,206,1.613
stone,70,60,1.613
dealer,30,20,1.615
selling,335,360,1.615
cigarettes,538,600,1.621
ticket,331,355,1.622
bandwagon,29,19,1.623
robbed,29,19,1.623
tunnels,29,19,1.623
admission,20,11,1.624
federally,20,11,1.624
influential,20,11,1.624
mormons,20,11,1.624
suggesting,20,11,1.624
tribes,20,11,1.624
weaknesses,20,11,1.624
opportunities,205,209,1.627
sold,265,278,1.627
massive,75,65,1.628
multi,115,108,1.630
agenda,76,66,1.631
quite,2679,3223,1.631
curve,28,18,1.632
marshal,28,18,1.632
pricey,28,18,1.632
pushes,28,18,1.632
complete,247,257,1.633
blowing,126,120,1.634
tuition,77,67,1.634
president,752,856,1.636
image,106,98,1.638
thoughts,274,288,1.638
drinks,186,187,1.640
denver,146,142,1.641
alpha,14,6,1.644
couches,14,6,1.644
dependence,14,6,1.644
discretion,14,6,1.644
loft,14,6,1.644
municipal,14,6,1.644
opium,14,6,1.644
premier,14,6,1.644
sensors,14,6,1.644
travis,14,6,1.644
trenton,14,6,1.644
validity,14,6,1.644
veal,14,6,1.644
rule,216,221,1.645
actu-,49,38,1.646
australian,51,40,1.646
cooperation,19,10,1.646
craze,19,10,1.646
denying,19,10,1.646
dialysis,19,10,1.646
fearing,19,10,1.646
firstly,19,10,1.646
higher,701,794,1.646
kurt,19,10,1.646
marvin,19,10,1.646
meanwhile,50,39,1.646
scripted,51,40,1.646
wou-,51,40,1.646
believer,53,42,1.647
fi-,108,100,1.647
northern,237,245,1.647
owning,48,37,1.647
relation,52,41,1.647
disappear,55,44,1.648
steady,55,44,1.648
adapt,45,34,1.649
applies,45,34,1.649
intention,45,34,1.649
abroad,82,72,1.650
streets,217,222,1.650
debate,120,113,1.651
era,97,88,1.651
kong,44,33,1.651
prefer,732,831,1.651
purely,44,33,1.651
relevant,44,33,1.651
roman,44,33,1.651
ducks,58,47,1.652
suddenly,157,154,1.652
bouncing,26,16,1.653
cliche,26,16,1.653
detect,59,48,1.653
indians,83,73,1.653
jeeze,271,284,1.653
soldier,59,48,1.653
unlike,59,48,1.653
vegan,26,16,1.653
host,60,49,1.654
objective,61,50,1.656
barry,41,30,1.657
ego,40,29,1.660
grab,132,126,1.660
lee,85,75,1.660
pasadena,40,29,1.660
taste,600,672,1.660
pilot,142,137,1.663
voting,100,91,1.663
architects,10,3,1.665
bankers,10,3,1.665
bids,10,3,1.665
boxed,10,3,1.665
camcorder,10,3,1.665
centric,10,3,1.665
chalk,10,3,1.665
chronicle,10,3,1.665
considerations,10,3,1.665
credential,10,3,1.665
dominance,10,3,1.665
dunk,10,3,1.665
empires,10,3,1.665
generators,10,3,1.665
guy-,10,3,1.665
hans,10,3,1.665
hops,10,3,1.665
immersed,10,3,1.665
kee-,10,3,1.665
lennie,10,3,1.665
o'brien,10,3,1.665
outbreaks,10,3,1.665
racquet,10,3,1.665
repairing,10,3,1.665
rinse,10,3,1.665
runt,10,3,1.665
savage,10,3,1.665
semitic,10,3,1.665
splits,10,3,1.665
steeler,10,3,1.665
where-,10,3,1.665
zombie,10,3,1.665
nazis,25,15,1.666
rapidly,25,15,1.666
acts,113,105,1.667
bud,38,27,1.667
costa,38,27,1.667
universe,38,27,1.667
regarding,102,93,1.670
exhaust,18,9,1.671
indicate,18,9,1.671
leaning,37,26,1.671
liquids,18,9,1.671
nine-,18,9,1.671
notch,18,9,1.671
outcry,18,9,1.671
pop-,18,9,1.671
seth,18,9,1.671
touring,18,9,1.671
red,515,570,1.672
crack,103,94,1.674
decisions,250,259,1.675
describing,36,25,1.676
diving,71,60,1.676
travel,1314,1536,1.676
ca-,271,283,1.681
eager,24,14,1.681
hawk,24,14,1.681
hussain,24,14,1.681
implications,24,14,1.681
mormon,35,24,1.681
motive,35,24,1.681
outweigh,24,14,1.681
professor,146,141,1.681
qualified,224,229,1.681
testimony,24,14,1.681
wired,24,14,1.681
resources,210,213,1.682
agents,74,63,1.684
com-,164,161,1.684
a._k.,5,0,1.687
adios,5,0,1.687
adjuster,5,0,1.687
adv-,5,0,1.687
affiliates,5,0,1.687
alatha,5,0,1.687
amir,5,0,1.687
amorphous,5,0,1.687
analogue,5,0,1.687
andreas,5,0,1.687
anil,5,0,1.687
antidotes,5,0,1.687
arguably,5,0,1.687
arianna,5,0,1.687
aristocracy,5,0,1.687
armadillo,5,0,1.687
arnie,5,0,1.687
avail,5,0,1.687
ave,5,0,1.687
barclay,5,0,1.687
berto,5,0,1.687
bipartisan,5,0,1.687
blaze,5,0,1.687
bom,5,0,1.687
brewer,5,0,1.687
bribery,5,0,1.687
burrow,5,0,1.687
c._a._d.,5,0,1.687
cabinetmaker,5,0,1.687
camilo,5,0,1.687
canals,5,0,1.687
caplan,5,0,1.687
capsules,5,0,1.687
carnivores,5,0,1.687
claude,5,0,1.687
climax,5,0,1.687
cocomo,5,0,1.687
codey,5,0,1.687
colorized,5,0,1.687
commi-,5,0,1.687
conceivable,5,0,1.687
conferencing,5,0,1.687
conquers,5,0,1.687
contender,5,0,1.687
conveyed,5,0,1.687
crepe,5,0,1.687
d._d.,5,0,1.687
d._l.,5,0,1.687
dace,5,0,1.687
daredevils,5,0,1.687
defectors,5,0,1.687
defying,5,0,1.687
dispatchers,5,0,1.687
distinctions,5,0,1.687
dividend,5,0,1.687
dolemite,5,0,1.687
dreer,5,0,1.687
drumstick,5,0,1.687
eavesdrop,5,0,1.687
eid,5,0,1.687
elites,5,0,1.687
empirical,5,0,1.687
eppo,5,0,1.687
erudian,5,0,1.687
escrow,5,0,1.687
examinations,5,0,1.687
extraneous,5,0,1.687
f._m.,5,0,1.687
fabrication,5,0,1.687
farnborough,5,0,1.687
flemish,5,0,1.687
fletcher,5,0,1.687
forged,5,0,1.687
fragments,5,0,1.687
fricken,5,0,1.687
frilly,5,0,1.687
fucks,5,0,1.687
ganja,5,0,1.687
gatherers,5,0,1.687
genome,5,0,1.687
gibbs,5,0,1.687
gilman,5,0,1.687
greetings,5,0,1.687
gronya,5,0,1.687
gronyea,5,0,1.687
grouse,5,0,1.687
gustavo,5,0,1.687
har,5,0,1.687
headlining,5,0,1.687
help-,5,0,1.687
hertz,5,0,1.687
historians,5,0,1.687
hitch,5,0,1.687
hoon,5,0,1.687
huffington,5,0,1.687
imbalances,5,0,1.687
immediacy,5,0,1.687
